Location,Function,Intent,Generics,Subtype,Regular,Ignored,Unknown
/usr/include/wchar.h:234:17,wcswcs,Ignored,0,0,0,0,0
/usr/include/stdlib.h:411:14,initstate,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:424:1 <Spelling=<scratch space>:274:1>,setpayloadf,Ignored,0,0,0,0,0
/usr/include/stdio.h:342:13,setlinebuf,Ignored,0,0,0,0,0
/usr/include/pthread.h:859:12 <Spelling=/usr/include/pthread.h:859:28>,pthread_mutex_consistent_np,Ignored,0,0,0,0,0
/usr/include/stdio.h:736:12,fseeko,Ignored,0,0,0,0,0
/usr/include/dirent.h:173:25,readdir64,Ignored,0,0,0,0,0
/usr/include/stdio.h:514:12,getc,Ignored,0,0,0,0,0
/usr/include/wchar.h:474:17,wcstol_l,Ignored,0,0,0,0,0
/usr/include/curses.h:1021:45 <Spelling=<scratch space>:182:1>,keyname_sp,Ignored,0,0,0,0,0
/usr/include/stdio.h:804:13,perror,Ignored,0,0,0,0,0
/usr/include/wchar.h:87:17,wcscpy,Ignored,0,0,0,0,0
/usr/include/stdlib.h:435:12,random_r,Ignored,0,0,0,0,0
/usr/include/stdio.h:584:12,putw,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:126:1>,remquof64,Ignored,0,0,0,0,0
/usr/include/wchar.h:344:15,wcsrtombs,Ignored,0,0,0,0,0
/usr/include/unistd.h:292:12,euidaccess,Ignored,0,0,0,0,0
/usr/include/stdlib.h:291:31,strtoull_l,Ignored,0,0,0,0,0
/usr/include/signal.h:223:12,sigorset,Ignored,0,0,0,0,0
/usr/include/stdlib.h:206:31,strtoull,Ignored,0,0,0,0,0
/usr/include/stdio.h:779:12,fseeko64,Ignored,0,0,0,0,0
/usr/include/stdlib.h:898:14,qecvt,Ignored,0,0,0,0,0
/usr/include/stdio.h:788:12,feof,Ignored,0,0,0,0,0
/usr/include/curses.h:702:28,mvgetstr,Ignored,0,0,0,0,0
/usr/include/signal.h:216:12,sigisemptyset,Ignored,0,0,0,0,0
/usr/include/unistd.h:1198:5,getentropy,Ignored,0,0,0,0,0
/usr/include/stdlib.h:921:12,qfcvt_r,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:340:1>,__sincosl,Ignored,0,0,0,0,0
/usr/include/string.h:54:14,memccpy,Ignored,0,0,0,0,0
/usr/include/curses.h:1087:28 <Spelling=<scratch space>:248:1>,resize_term_sp,Ignored,0,0,0,0,0
/usr/include/wchar.h:626:12,vswprintf,Ignored,0,0,0,0,0
/usr/include/curses.h:1765:28,mvin_wchstr,Ignored,0,0,0,0,0
/usr/include/stdio.h:886:12,__overflow,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:207:1>,getpayloadf64,Ignored,0,0,0,0,0
/usr/include/curses.h:1086:29 <Spelling=<scratch space>:247:1>,reset_color_pairs_sp,Ignored,0,0,0,0,0
/usr/include/unistd.h:1142:9,copy_file_range,Ignored,0,0,0,0,0
/usr/include/curses.h:970:29,is_pad,Ignored,0,0,0,0,0
/usr/include/unistd.h:930:12,getdomainname,Ignored,0,0,0,0,0
/usr/include/pthread.h:1117:12,pthread_cond_destroy,Ignored,0,0,0,0,0
/usr/include/curses.h:1778:28,mvwget_wstr,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:162:1>,__frexp,Ignored,0,0,0,0,0
/usr/include/unistd.h:511:12,fchownat,Ignored,0,0,0,0,0
/usr/include/unistd.h:644:15,confstr,Ignored,0,0,0,0,0
/usr/include/fcntl.h:216:12,openat64,Ignored,0,0,0,0,0
/usr/include/unistd.h:572:12,execve,Ignored,0,0,0,0,0
/usr/include/stdlib.h:165:18,strtof64x,Ignored,0,0,0,0,0
/usr/include/wchar.h:188:15,wcscspn,Ignored,0,0,0,0,0
/usr/include/unistd.h:584:12,execv,Ignored,0,0,0,0,0
/usr/include/stdlib.h:563:14,reallocarray,Ignored,0,0,0,0,0
/usr/include/wchar.h:135:15,wcsxfrm,Ignored,0,0,0,0,0
/usr/include/wchar.h:125:12,wcsncasecmp_l,Ignored,0,0,0,0,0
glthread/lock.c:732:13,glthread_once_multithreaded.$1,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:416:1 <Spelling=<scratch space>:206:1>,totalordermagf64,Ignored,0,0,0,0,0
/usr/include/libintl.h:46:14,__dgettext,Ignored,0,0,0,0,0
/usr/include/unistd.h:1168:13,swab,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:166:1>,__modf,Ignored,0,0,0,0,0
/usr/include/curses.h:733:28,mvwinsch,Ignored,0,0,0,0,0
/usr/include/curses.h:875:28,wsetscrreg,Ignored,0,0,0,0,0
/usr/include/unistd.h:862:12,unlinkat,Ignored,0,0,0,0,0
/usr/include/unistd.h:867:12,rmdir,Ignored,0,0,0,0,0
/usr/include/curses.h:828:28,waddchnstr,Ignored,0,0,0,0,0
/usr/include/curses.h:723:28,mvwdelch,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/time.h:189:12,lutimes,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:151:1>,__sincos,Ignored,0,0,0,0,0
/usr/include/curses.h:1025:28 <Spelling=<scratch space>:186:1>,napms_sp,Ignored,0,0,0,0,0
/usr/include/curses.h:1818:28,wins_wstr,Ignored,0,0,0,0,0
/usr/include/pthread.h:1297:12,pthread_key_create,Ignored,0,0,0,0,0
/usr/include/time.h:436:12,getdate_r,Ignored,0,0,0,0,0
/usr/include/unistd.h:1070:12,brk,Ignored,0,0,0,0,0
/usr/include/signal.h:264:12,sigwaitinfo,Ignored,0,0,0,0,0
/usr/include/curses.h:1750:28,ins_wstr,Ignored,0,0,0,0,0
/usr/include/pthread.h:224:12,pthread_tryjoin_np,Ignored,0,0,0,0,0
/usr/include/curses.h:847:29,wcursyncup,Ignored,0,0,0,0,0
./uniwidth.h:54:8,u32_width,Ignored,0,0,0,0,0
/usr/include/curses.h:609:28,addnstr,Ignored,0,0,0,0,0
/usr/include/curses.h:790:28,slk_attr_set,Ignored,0,0,0,0,0
./uniwidth.h:59:8,u8_strwidth,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:48:1>,nanf32x,Ignored,0,0,0,0,0
/usr/include/stdlib.h:521:12,jrand48_r,Ignored,0,0,0,0,0
/usr/include/string.h:513:14,memfrob,Ignored,0,0,0,0,0
/usr/include/stdlib.h:275:17,strtol_l,Ignored,0,0,0,0,0
/usr/include/pthread.h:1092:12,pthread_rwlockattr_setpshared,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:343:1>,__modff32,Ignored,0,0,0,0,0
/usr/include/wchar.h:338:15,mbsrtowcs,Ignored,0,0,0,0,0
/usr/include/wchar.h:385:20,wcstold,Ignored,0,0,0,0,0
/usr/include/stdio.h:829:14,popen,Ignored,0,0,0,0,0
/usr/include/pthread.h:314:12,pthread_attr_getschedparam,Ignored,0,0,0,0,0
/usr/include/curses.h:1007:28 <Spelling=<scratch space>:168:1>,endwin_sp,Ignored,0,0,0,0,0
/usr/include/wchar.h:449:31,wcstoull,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:209:1>,getpayloadf32x,Ignored,0,0,0,0,0
/usr/include/time.h:123:14,strptime_l,Ignored,0,0,0,0,0
/usr/include/stdio.h:434:12 <Spelling=/usr/include/stdio.h:434:24>,fscanf,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=<scratch space>:62:1>,__nanf64x,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:427:1 <Spelling=<scratch space>:213:1>,setpayloadsigf32x,Ignored,0,0,0,0,0
/usr/include/unistd.h:895:12,setlogin,Ignored,0,0,0,0,0
/usr/include/curses.h:1779:28,mvwgetn_wstr,Ignored,0,0,0,0,0
/usr/include/curses.h:909:28,getmaxy,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/fcntl-linux.h:421:18,splice,Ignored,0,0,0,0,0
/usr/include/wchar.h:306:15,__mbrlen,Ignored,0,0,0,0,0
/usr/include/pthread.h:394:12,pthread_attr_setaffinity_np,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:411:1 <Spelling=<scratch space>:219:1>,totalorderf64x,Ignored,0,0,0,0,0
/usr/include/time.h:136:19,localtime,Ignored,0,0,0,0,0
/usr/include/stdlib.h:682:14,mktemp,Ignored,0,0,0,0,0
/usr/include/curses.h:898:31,tiparm,Ignored,0,0,0,0,0
/usr/include/curses.h:1004:28 <Spelling=<scratch space>:165:1>,delay_output_sp,Ignored,0,0,0,0,0
/usr/include/string.h:491:14,stpcpy,Ignored,0,0,0,0,0
/usr/include/wchar.h:621:12,vwprintf,Ignored,0,0,0,0,0
/usr/include/stdlib.h:338:18,strtof32x_l,Ignored,0,0,0,0,0
/usr/include/pthread.h:338:12,pthread_attr_setinheritsched,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:209:1>,lgamma_r,Ignored,0,0,0,0,0
/usr/include/curses.h:1788:28,mvwinwstr,Ignored,0,0,0,0,0
/usr/include/dirent.h:370:18,getdirentries64,Ignored,0,0,0,0,0
/usr/include/signal.h:208:12,sigdelset,Ignored,0,0,0,0,0
./uniwidth.h:65:8,u32_strwidth,Ignored,0,0,0,0,0
./openat-priv.h:60:5,at_func2,Ignored,0,0,0,0,0
/usr/include/curses.h:1767:28,mvins_nwstr,Ignored,0,0,0,0,0
/usr/include/signal.h:255:12,sigwait,Ignored,0,0,0,0,0
/usr/include/curses.h:656:28,getnstr,Ignored,0,0,0,0,0
/usr/include/signal.h:273:12,sigtimedwait,Ignored,0,0,0,0,0
/usr/include/time.h:311:12,clock_nanosleep,Ignored,0,0,0,0,0
/usr/include/stdio.h:487:12 <Spelling=/usr/include/stdio.h:487:28>,vsscanf,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:265:1>,sincosf32x,Ignored,0,0,0,0,0
/usr/include/unistd.h:309:12,faccessat,Ignored,0,0,0,0,0
/usr/include/curses.h:1039:28 <Spelling=<scratch space>:200:1>,reset_shell_mode_sp,Ignored,0,0,0,0,0
/usr/include/curses.h:1808:28,wget_wstr,Ignored,0,0,0,0,0
/usr/include/pthread.h:976:12,pthread_rwlock_rdlock,Ignored,0,0,0,0,0
/usr/include/stdlib.h:257:12,strfromf64x,Ignored,0,0,0,0,0
/usr/include/pthread.h:794:12,pthread_mutex_lock,Ignored,0,0,0,0,0
/usr/include/dirent.h:215:13,seekdir,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:1 <Spelling=/usr/include/x86_64-linux-gnu/bits/mathcalls.h:203:13>,nan,Ignored,0,0,0,0,0
/usr/include/wchar.h:773:17,fgetws,Ignored,0,0,0,0,0
/usr/include/string.h:195:14,strndup,Ignored,0,0,0,0,0
/usr/include/curses.h:1785:28,mvwins_nwstr,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:98:1 <Spelling=<scratch space>:290:1>,frexpf64x,Ignored,0,0,0,0,0
/usr/include/wchar.h:175:17,wcsrchr,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:79:1 <Spelling=<scratch space>:318:1>,sincosf,Ignored,0,0,0,0,0
/usr/include/dirent.h:396:12,versionsort64,Ignored,0,0,0,0,0
/usr/include/regex.h:570:12,re_compile_fastmap,Ignored,0,0,0,0,0
/usr/include/regex.h:578:17,re_search,Ignored,0,0,0,0,0
/usr/include/curses.h:911:28,getpary,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/dirent_ext.h:29:18,getdents64,Ignored,0,0,0,0,0
/usr/include/regex.h:599:17,re_match,Ignored,0,0,0,0,0
/usr/include/pthread.h:894:12,pthread_mutexattr_gettype,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:424:1 <Spelling=/usr/include/x86_64-linux-gnu/bits/mathcalls.h:424:20>,setpayload,Ignored,0,0,0,0,0
/usr/include/wchar.h:852:15,wcsftime,Ignored,0,0,0,0,0
/usr/include/curses.h:1060:28 <Spelling=<scratch space>:221:1>,start_color_sp,Ignored,0,0,0,0,0
/usr/include/curses.h:1803:28,wbkgrnd,Ignored,0,0,0,0,0
/usr/include/curses.h:1001:28 <Spelling=<scratch space>:162:1>,color_content_sp,Ignored,0,0,0,0,0
/usr/include/stdlib.h:901:14,qfcvt,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/statx-generic.h:60:5,statx,Ignored,0,0,0,0,0
/usr/include/pthread.h:489:12,pthread_setaffinity_np,Ignored,0,0,0,0,0
/usr/include/curses.h:1072:28 <Spelling=<scratch space>:233:1>,assume_default_colors_sp,Ignored,0,0,0,0,0
/usr/include/stdlib.h:147:17,strtof64,Ignored,0,0,0,0,0
/usr/include/curses.h:1753:28,killwchar,Ignored,0,0,0,0,0
/usr/include/wchar.h:605:12,swprintf,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:411:1 <Spelling=<scratch space>:205:1>,totalorderf64,Ignored,0,0,0,0,0
text.c:2852:22,strtol,Ignored,0,0,0,0,0
/usr/include/string.h:397:14,__mempcpy,Ignored,0,0,0,0,0
/usr/include/curses.h:879:29,wsyncup,Ignored,0,0,0,0,0
/usr/include/curses.h:754:28,overlay,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/stat.h:396:12,mkdirat,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:341:1>,modff32,Ignored,0,0,0,0,0
/usr/include/wchar.h:263:17,wmemcpy,Ignored,0,0,0,0,0
./timespec.h:94:5,settime,Ignored,0,0,0,0,0
/usr/include/curses.h:665:28,idlok,Ignored,0,0,0,0,0
/usr/include/wchar.h:352:15,mbsnrtowcs,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:370:1 <Spelling=<scratch space>:184:1>,canonicalizef64x,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:310:1 <Spelling=<scratch space>:192:1>,__remquof,Ignored,0,0,0,0,0
global.c:733:2,add_to_funcs.$0,Ignored,0,0,0,0,0
/usr/include/pthread.h:1238:12,pthread_spin_lock,Ignored,0,0,0,0,0
/usr/include/curses.h:1076:28 <Spelling=<scratch space>:237:1>,extended_slk_color_sp,Ignored,0,0,0,0,0
winio.c:2433:3,fprintf,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/sys/random.h:39:5,getentropy,Ignored,0,0,0,0,0
/usr/include/stdio.h:837:14,ctermid,Ignored,0,0,0,0,0
/usr/include/stdio.h:823:12,pclose,Ignored,0,0,0,0,0
/usr/include/curses.h:1756:28,mvadd_wchstr,Ignored,0,0,0,0,0
/usr/include/string.h:366:14,strtok_r,Ignored,0,0,0,0,0
/usr/include/wchar.h:434:26,wcstoul,Ignored,0,0,0,0,0
/usr/include/wchar.h:154:17,wcsdup,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:416:1 <Spelling=<scratch space>:270:1>,totalordermagf,Ignored,0,0,0,0,0
/usr/include/dirent.h:255:12,scandir,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:421:1 <Spelling=<scratch space>:257:1>,__getpayload,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:110:1 <Spelling=<scratch space>:308:1>,__modff64x,Ignored,0,0,0,0,0
/usr/include/curses.h:1055:28 <Spelling=<scratch space>:216:1>,slk_noutrefresh_sp,Ignored,0,0,0,0,0
/usr/include/wchar.h:758:15,fputwc,Ignored,0,0,0,0,0
/usr/include/stdio.h:786:13,clearerr,Ignored,0,0,0,0,0
/usr/include/unistd.h:933:12,setdomainname,Ignored,0,0,0,0,0
/usr/include/x86_64-linux-gnu/bits/mathcalls.h:252:1 <Spelling=<scratch space>:115:1>,lgammal_r,Ignored,0,0,0,0,0
